name,pay,age,nationality,shooting,passing,dribbling,Intercept,Stealing,goalkeeper_skill,team_position,team_jersey_number,value,club_name,
O. Bekar,1000,19,Austria,53,56,63,19,18,0,RES,22,300000,SCR Altach,
R. Raposo,1000,21,Canada,58,45,63,33,38,0,SUB,27,300000,Vancouver Whitecaps FC,
F. Zenobio,500,20,Argentina,0,0,0,9,11,56,SUB,13,250000,Club Atletico Tigre,
J. Amarilla,500,18,Paraguay,57,43,58,29,25,0,RES,30,275000,Club Libertad,
N. Baxevanos,1000,20,Greece,22,28,31,64,59,0,LCB,3,275000,Politehnica Iaaüi,
E. Kaplan,3000,19,Azerbaijan,31,39,59,69,64,0,RES,77,275000,Medipol Baaüakaüehir FK,
S. Mohamed,4000,20,Mexico,58,53,62,45,37,0,RES,90,300000,Monterrey,
J. Naschberger,2000,20,Austria,50,55,63,30,39,0,SUB,17,300000,WSG Tirol,
W. Jarmouni,950,20,France,58,49,58,22,20,0,RES,13,300000,FC Sochaux-Montbeliard,
Salinas,2000,19,Spain,36,47,58,60,63,0,SUB,25,275000,Elche CF,
L. Sulzbacher,3000,20,Austria,34,46,53,59,56,0,SUB,37,275000,SK Rapid Wien,
A. Oxborough,1000,22,England,0,0,0,20,13,56,RES,38,220000,Norwich City,
J. Lokilo,2000,21,DR Congo,53,55,65,28,27,0,SUB,10,275000,Doncaster Rovers,
J. Hector-Ingram,4000,21,England,60,41,58,16,16,0,RES,49,275000,Derby County,
M. Ndjoli,2000,21,England,61,49,59,28,25,0,RES,66,275000,Bournemouth,
H. Darling,1000,20,England,29,38,45,59,57,0,SUB,6,250000,Cambridge United,
M. Engl,550,22,Germany,0,0,0,18,17,58,RES,39,220000,Turkgucu Munchen,
F. Garces,1000,20,Argentina,34,36,42,62,57,0,RES,33,250000,Club Atletico Colon,
A. Bruus,2000,21,Denmark,51,53,58,55,48,0,SUB,17,250000,Bri∏ndby IF,
J. Morton,5000,21,England,48,57,59,56,54,0,RES,32,275000,Bristol City,
B. Waine,600,19,New Zealand,58,50,65,13,11,0,SUB,31,275000,Wellington Phoenix,
D. Parkhouse,4000,20,Northern Ireland,61,46,54,40,37,0,RES,34,275000,Sheffield United,
K. Bjiorklund,700,21,Sweden,27,42,50,60,56,0,RES,26,250000,Hammarby IF,
P. Vogt,550,20,Norway,35,51,56,54,55,0,SUB,30,250000,Stabi¶k Fotball,
J. Mundle-Smith,8000,20,England,33,43,51,61,63,0,RES,49,250000,Fulham,
B. Doukansy,800,20,France,39,51,59,63,57,0,SUB,19,250000,Chamois Niortais Football Club,
T. Clifford,2000,20,England,45,52,57,55,54,0,SUB,12,250000,Southend United,
N. Thiede,2000,21,Germany,0,0,0,10,11,54,RES,40,230000,SC Freiburg,
D. Steczyk,1000,21,Poland,57,49,59,18,17,0,RM,16,275000,Piast Gliwice,
J. Bosch,1000,20,Netherlands,50,58,62,54,56,0,RCM,32,275000,FC Twente,
M. Bertagnoli,500,21,Italy,48,60,56,51,55,0,RES,27,275000,Chievo Verona,
A. Cubilla,500,18,Paraguay,50,59,57,59,48,0,RES,25,250000,Sol de America,
D. Matheus,500,19,Venezuela,49,57,59,28,23,0,SUB,30,275000,Zamora FC,
Y. Gil,500,19,Venezuela,0,0,0,15,16,61,SUB,25,220000,Aragua FC,
A. Leon,3000,20,Mexico,60,45,51,18,15,0,SUB,91,275000,Club Leon,
J. DeZart,1000,22,Jamaica,37,47,48,63,61,0,RES,34,250000,Orlando City SC,
F. Arthur,1000,20,Germany,26,29,36,63,55,0,SUB,25,250000,Hull City,
D. Ndiaye,2000,20,Senegal,0,0,0,9,6,61,RES,30,230000,Stade de Reims,
G. Altiparmak,2000,19,Turkey,61,43,59,14,18,0,RES,26,275000,Genißlerbirligi SK,
B. a†abani,850,20,Germany,44,57,61,54,63,0,RES,13,250000,FC Emmen,
M. Diatta,500,19,Senegal,41,51,53,57,62,0,SUB,19,250000,Pau FC,
E. Tubluk,700,20,Germany,51,50,66,24,27,0,RES,41,275000,Viktoria Kioln,
A. iÅlvarez Marti≠nez,500,19,Uruguay,56,43,58,26,22,0,RS,34,275000,Pei±arol,
Ei±aut Mendia,3000,21,Spain,58,38,55,22,23,0,RES,28,275000,SD Eibar,
A. Andresson,700,22,Iceland,43,49,43,60,59,0,SUB,5,240000,Viking FK,
S. Lomonaco,2000,21,Argentina,55,45,62,17,14,0,SUB,27,275000,Godoy Cruz,
D. Amos,1000,20,Northern Ireland,38,52,57,57,59,0,SUB,16,240000,Doncaster Rovers,
"D. N""Lundulu",6000,21,England,58,46,58,16,14,0,RES,40,275000,Southampton,
R. Shibamoto,2000,20,Japan,52,59,62,56,46,0,RES,32,275000,Gamba Osaka,
A. Bordin,5000,21,Italy,50,61,62,52,57,0,RES,33,275000,Spezia,
R. Palmer,2000,21,England,49,56,63,48,43,0,SUB,21,275000,Barnsley,
R. Hirakawa,1000,20,Japan,47,59,63,46,41,0,RES,40,275000,FC Tokyo,
I. Kone,700,21,Mali,57,40,57,26,15,0,SUB,9,275000,FK Haugesund,
J. Garci≠a,1000,20,Bolivia,52,52,60,38,41,0,SUB,17,275000,CD Huachipato,
K. Freeman,900,20,Scotland,33,44,58,58,55,0,SUB,22,240000,Dundee United,
T. Weiner,550,21,Germany,0,0,0,20,11,56,SUB,30,220000,1. FC Magdeburg,
M. Shinada,1000,20,Japan,40,57,61,54,44,0,RES,44,275000,FC Tokyo,
Carlos Mendes Gomes,1000,21,Spain,52,51,62,27,26,0,CAM,11,275000,Morecambe,
S. Sy,750,21,France,33,51,58,60,62,0,SUB,18,240000,Amiens SC,
T. Miyashiro,2000,20,Japan,56,55,62,17,16,0,RES,20,275000,Kawasaki Frontale,
Yan Dinghao,3000,22,China PR,61,56,61,56,57,0,SUB,15,250000,Guangzhou Evergrande Taobao FC,
S. Bouzian,750,19,Belgium,0,0,0,12,10,61,SUB,12,210000,KV Mechelen,
B. Schoonbaert,1000,20,Belgium,31,44,44,62,60,0,RCB,3,240000,Waasland-Beveren,
J. Donkor,2000,21,Belgium,53,49,66,28,24,0,SUB,70,275000,Fortuna Sittard,
Y. Schoonderwaldt,800,20,Netherlands,0,0,0,13,10,58,RES,35,220000,ADO Den Haag,
G. Florenti≠n,2000,21,Argentina,52,58,59,56,58,0,RES,14,275000,Argentinos Juniors,
Ekhi Bravo,4000,22,Spain,51,57,58,34,41,0,RES,29,275000,SD Eibar,
M. Kuyucu,2000,20,Germany,40,47,59,57,61,0,RES,34,240000,FC St. Pauli,
Ivi Lopez,1000,21,Spain,23,31,37,67,65,0,RES,34,250000,CD Leganes,
J. Abdala,500,20,Chile,49,56,60,38,48,0,SUB,24,275000,Coquimbo Unido,
H. Kida,700,19,Japan,32,54,60,60,56,0,RES,30,240000,Cerezo Osaka,
E. Saba,500,19,Peru,58,46,59,32,30,0,RES,22,250000,Melgar FBC,
H. Adamou,1000,20,Niger,47,60,61,55,68,0,SUB,27,275000,CD Mirandes,
N. Burgess,1000,23,United States,34,41,50,59,56,0,RES,28,240000,FC Dallas,
E. Sorga,1000,20,Estonia,61,41,56,20,18,0,SUB,50,275000,DC United,
D. Daniliuc,950,20,Austria,0,0,0,15,11,49,SUB,34,220000,SV Ried,
S. Karamoko,3000,20,France,31,34,40,69,66,0,RES,36,250000,AS Saint-iâtienne,
L. Markmanrud,500,19,Norway,31,43,55,59,58,0,SUB,13,240000,Sandefjord Fotball,
C. Dur-BozoancƒÉ,1000,22,Romania,0,0,0,11,11,59,RES,31,210000,FC Viitorul,
L. Klatte,500,20,Germany,0,0,0,13,14,60,SUB,22,220000,FC Hansa Rostock,
J. Wieckhoff,1000,19,Germany,34,50,59,59,52,0,RES,32,240000,FC St. Pauli,
J. Aguayo,5000,23,Mexico,30,39,42,67,71,0,RES,46,240000,Guadalajara,
K. Masangu,1000,20,Belgium,41,52,58,59,57,0,RES,19,250000,Beerschot AC,
L. Carty,550,18,Netherlands,58,51,67,29,32,0,SUB,15,250000,FC Emmen,
K. Handzlik,750,22,Poland,50,58,63,31,37,0,SUB,7,250000,Warta Poznan,
M. Platt,1000,22,England,28,39,39,62,56,0,RCB,5,230000,Barrow,
H. Clifton,2000,22,Wales,49,54,59,59,56,0,LCM,15,250000,Grimsby Town,
M. Wright,2000,22,England,53,49,62,30,30,0,SUB,19,250000,Grimsby Town,
J. Lunney,550,22,Republic of Ireland,52,57,64,57,47,0,LDM,8,250000,Bohemian FC,
S. Adrian,1000,22,Sweden,47,63,59,48,50,0,RES,35,250000,Malmio FF,
M. Holzer,2000,21,Austria,58,45,59,26,24,0,SUB,6,250000,Wolfsberger AC,
D. Ingham,950,21,New Zealand,42,52,62,49,47,0,SUB,23,230000,Perth Glory,
C. Si°nchez,2000,21,Argentina,61,44,58,15,21,0,RES,46,250000,Club Atletico Talleres,
R. Meraz,2000,20,Mexico,46,56,57,62,60,0,SUB,6,250000,Mazatli°n FC,
T. Vancooten,1000,22,Guyana,37,49,54,57,56,0,SUB,15,230000,Stevenage,
K. Senkbeil,1000,21,Germany,30,37,50,62,60,0,SUB,13,230000,Bayern Munchen II,
D. Ryan,1000,20,Australia,29,40,51,60,59,0,SUB,12,230000,Willem II,
B. Verbong,700,20,Netherlands,0,0,0,14,12,54,SUB,22,200000,VVV-Venlo,
J. Ogenia,1000,21,Curacao,54,51,66,59,60,0,SUB,29,230000,Willem II,
G. Vetti,650,21,Norway,47,56,60,49,48,0,SUB,15,250000,Sarpsborg 08 FF,
M. Fischer,750,21,France,26,40,51,59,61,0,SUB,2,230000,AS Nancy Lorraine,
P. Sander,500,22,Germany,48,60,67,55,48,0,CM,11,250000,SC Verl,
M. Kwarteng,2000,22,Germany,45,57,66,29,36,0,RES,29,250000,Hamburger SV,
N. Farrugia,500,21,Republic of Ireland,54,53,61,47,39,0,SUB,23,250000,Shamrock Rovers,
M. Nuhu,2000,23,Ghana,28,38,41,64,60,0,RES,3,230000,FC St. Gallen,
K. Miller,1000,23,Canada,23,34,39,63,60,0,SUB,27,230000,Orlando City SC,
D. Traore,900,21,France,35,52,58,60,53,0,SUB,19,230000,LA Galaxy,
D. Aguilar,1000,22,Mexico,46,53,57,58,56,0,SUB,23,230000,Puebla FC,
A. Roczen,950,20,Germany,57,44,54,35,31,0,SUB,23,250000,1. FC Magdeburg,
A. Dumiter,2000,21,Romania,59,53,54,46,44,0,RES,9,250000,Sepsi OSK,
S. Ciocan,1000,21,Romania,51,55,59,26,28,0,CAM,44,250000,Gaz Metan Mediaaü,
P. Pinto,5000,21,Italy,29,36,39,67,65,0,RES,57,230000,Fiorentina,
F. Mina,500,21,Ecuador,46,54,62,60,65,0,RES,15,250000,Barcelona Sporting Club,
E. Vaca,500,20,Bolivia,50,56,56,41,45,0,SUB,20,250000,Club Blooming,
G. Vallecilla,500,21,Ecuador,32,33,45,60,52,0,SUB,4,230000,Barcelona Sporting Club,
E. Sadiku,500,18,Kosovo,31,48,54,55,52,0,RES,28,210000,Varbergs BoIS,
R. Bi°ez,500,22,Paraguay,50,57,60,41,38,0,SUB,21,250000,Nacional Asuncion,
H. Kessler,1000,22,United States,27,35,43,66,58,0,SUB,4,230000,New England Revolution,
Y. Ndayishimiye,2000,21,Burundi,45,63,65,50,55,0,SUB,55,250000,Yeni Malatyaspor,
N. Christogeorgos,500,20,Greece,0,0,0,10,13,46,RES,68,200000,Panathinaikos FC,
G. Di Serio,1000,18,Italy,58,41,57,11,19,0,RES,20,230000,Benevento,
L. Chalmers,1000,20,Scotland,55,52,59,19,14,0,LM,15,250000,Dundee United,
D. Kabamba,750,20,DR Congo,29,43,58,60,56,0,RES,23,230000,USL Dunkerque,
J. Stark,2000,19,Germany,50,59,61,59,52,0,SUB,25,240000,1. FC Heidenheim 1846,
A. MaaÇachowski,1000,22,Poland,49,61,57,59,57,0,SUB,6,250000,1. FC Magdeburg,
R. Galindo,2000,22,Mexico,29,45,49,67,67,0,RES,21,230000,U.N.A.M.,
F. Elle Essouma,1000,20,Cameroon,46,59,61,57,49,0,RES,28,250000,Paris FC,
Viguera,1000,22,Spain,32,35,39,71,67,0,RES,29,230000,UD Logroi±es,
B. Scholte,500,18,Netherlands,57,59,63,39,47,0,RES,19,230000,FC Emmen,
O. Finney,2000,22,England,51,58,64,52,47,0,LCM,14,240000,Crewe Alexandra,
G. Lapslie,1000,22,England,43,55,62,63,50,0,SUB,32,240000,Charlton Athletic,
M. Butcher,950,23,England,50,55,59,60,57,0,LCM,6,240000,Accrington Stanley,
R. Edmonds-Green,3000,21,England,30,46,52,62,59,0,SUB,35,220000,Huddersfield Town,
N. Sheron,1000,22,England,38,49,52,62,58,0,SUB,6,220000,St. Mirren,
F. Zorba,750,22,Turkey,31,43,52,60,58,0,RES,35,220000,Turkgucu Munchen,
A. TiÆrcoveanu,2000,23,Romania,49,53,63,62,56,0,RES,80,240000,FC Botoaüani,
L. Pizarro,2000,22,Argentina,55,57,62,51,47,0,RES,42,240000,Godoy Cruz,
A. Nurudeen,1000,21,Ghana,0,0,0,13,12,53,RES,33,190000,KAS Eupen,
S. Martin,1000,23,Scotland,42,54,59,56,53,0,RCM,8,240000,Hamilton Academical FC,
S. Mogi,700,21,Japan,0,0,0,11,11,54,RES,45,190000,Cerezo Osaka,
J. Finnerty,500,21,Republic of Ireland,37,42,38,62,61,0,SUB,18,220000,Bohemian FC,
W. Moustache,3000,21,France,35,43,56,63,66,0,RES,3,220000,FC Nantes,
P. Harant,750,21,Germany,47,43,50,60,58,0,SUB,25,220000,1. FC Magdeburg,
M. Choinii®re,1000,21,Canada,52,56,69,50,24,0,SUB,29,240000,Montreal Impact,
"D. O""Connor",600,23,Republic of Ireland,53,54,61,38,33,0,RW,10,240000,Cork City,
J. Williams,1000,22,United States,55,41,58,18,19,0,RES,24,240000,Atlanta United,
J. Buhler,4000,22,Germany,49,59,60,53,45,0,RES,40,240000,Fortuna Dusseldorf,
M. Freese,650,21,United States,0,0,0,11,14,59,RES,1,190000,Philadelphia Union,
F. Cristea,900,19,Romania,51,56,61,38,33,0,SUB,88,230000,Politehnica Iaaüi,
E. Engelhardt,1000,22,Germany,55,47,64,18,15,0,SUB,9,240000,FC Hansa Rostock,
M. Komar,2000,22,Argentina,31,42,41,67,65,0,SUB,13,220000,Patronato,
A. Voda,1000,21,Romania,46,53,62,57,51,0,SUB,15,220000,FC Hermannstadt,
M. Cavar,500,21,Switzerland,41,51,49,60,58,0,RES,39,220000,Chievo Verona,
M. iáapkan,2000,20,Turkey,50,56,65,38,47,0,RES,47,240000,iáaykur Rizespor,
F. Poulolo,4000,23,France,47,56,55,62,45,0,RES,28,240000,Getafe CF,
L. Machado,500,22,Uruguay,0,0,0,11,10,61,SUB,12,190000,River Plate Montevideo,
Cubero,3000,20,Spain,32,51,56,51,58,0,RES,31,220000,SD Eibar,
D. Olivera,500,20,Uruguay,50,55,60,41,46,0,RES,25,240000,Pei±arol,
T. Oneto,500,22,Argentina,29,40,45,59,57,0,RCB,2,220000,SD Aucas,
M. Iloski,1000,20,United States,57,42,64,23,19,0,RES,23,240000,Real Salt Lake,
L. Estupii±i°n,500,21,Ecuador,55,55,58,36,33,0,SUB,18,240000,Universidad Catolica del Ecuador,
Alkain,4000,23,Spain,62,48,63,28,26,0,RES,32,240000,Real Sociedad,
V. Motroc,700,21,Romania,41,42,44,55,54,0,SUB,44,220000,Academica Clinceni,
Lombrai±a,1000,20,Spain,42,54,57,59,66,0,SUB,34,220000,CD Mirandes,
Julen Menchaca,1000,21,Spain,55,56,60,59,61,0,SUB,32,240000,CD Mirandes,
Patxi Di°vila,1000,23,Spain,35,41,56,67,71,0,RES,27,220000,UD Logroi±es,
A. Kalkan,3000,21,Turkey,56,55,60,28,30,0,SUB,44,240000,Denizlispor,
S. Ling,2000,23,England,34,48,57,56,56,0,RB,2,200000,Leyton Orient,
A. Collins,3000,23,Wales,58,42,60,13,17,0,LS,10,230000,Forest Green Rovers,
E. Onariase,3000,23,England,31,36,49,58,57,0,SUB,6,210000,Scunthorpe United,
H. Al Watyan,3000,23,Saudi Arabia,0,0,0,17,13,57,GK,30,180000,Al Fateh,
H. Paton,1000,22,Canada,50,57,63,57,56,0,CAM,24,230000,Ross County FC,
J. Kay,1000,23,England,50,51,56,53,52,0,SUB,11,200000,Barrow,
R. Vinderslev,2000,22,Denmark,38,49,57,56,48,0,SUB,24,210000,Si∏nderjyskE,
O. iúnluißifißi,700,23,Germany,48,60,67,35,34,0,SUB,7,230000,SV Waldhof Mannheim,
J. Illanes,6000,23,Argentina,30,35,40,66,71,0,RES,2,210000,Fiorentina,
O. aûahin,2000,22,Turkey,50,57,62,41,47,0,RES,18,230000,BB Erzurumspor,
J. Skotadis,500,20,Australia,50,54,55,63,57,0,SUB,27,210000,Western United FC,
O. Rushfort,550,23,Australia,60,55,59,18,19,0,SUB,16,230000,Macarthur FC,
J. Corinus,900,23,France,35,51,54,62,59,0,SUB,8,210000,AC Ajaccio,
A. Ureche,500,21,Romania,0,0,0,12,14,60,SUB,82,180000,Academica Clinceni,
E. Hustad,950,23,Norway,59,44,52,26,22,0,SUB,14,230000,SK Brann,
B. Veli°squez,500,24,Venezuela,0,0,0,17,24,56,GK,1,180000,Caracas FC,
S. Mina,500,20,Ecuador,47,47,56,56,52,0,SUB,30,210000,El Nacional,
V. Villalba,500,21,Paraguay,46,55,60,29,31,0,SUB,71,230000,Sportivo Luquei±o,
F. Villagri°n,600,23,Chile,52,54,55,49,50,0,RES,19,230000,Coquimbo Unido,
S. Kaynak,2000,21,Germany,57,56,61,32,34,0,RES,51,230000,Yeni Malatyaspor,
M. El Ghezouani,3000,22,Morocco,61,47,55,23,18,0,RES,27,230000,Elche CF,
M. ozkal,3000,20,Turkey,32,37,49,70,68,0,SUB,3,210000,Denizlispor,
J. Enamorado,500,21,Colombia,55,54,64,27,22,0,SUB,16,230000,Deportivo Cali,
R. Veselinovic,900,21,Serbia,24,37,31,64,62,0,CB,4,210000,Vancouver Whitecaps FC,
E. Pacheco,500,21,Bolivia,0,0,0,12,8,57,RES,24,180000,Nacional Potosi≠,
E. Segura,500,20,Ecuador,33,40,43,62,57,0,RES,3,210000,Universidad Catolica del Ecuador,
G. Antoniazzi,1000,21,Switzerland,48,54,59,56,55,0,LWB,12,210000,FC Vaduz,
B. Strietzel,500,22,Germany,33,51,49,61,57,0,SUB,3,210000,FSV Zwickau,
S. Augustijns,850,20,Belgium,41,53,57,60,59,0,SUB,26,210000,RKC Waalwijk,
F. Kuruißuk,2000,22,Turkey,30,34,36,68,64,0,RES,22,210000,Fatih Karagumruk S.K.,
I. Escalante,500,21,Argentina,61,50,64,33,22,0,SUB,9,230000,Independiente Medelli≠n,
J. Topalli,2000,21,Kosovo,64,40,54,22,22,0,RES,98,230000,Yeni Malatyaspor,
I. Pais,1000,20,Argentina,45,59,59,62,58,0,RES,28,230000,FC Cartagena,
E. Dikmen,3000,23,Turkey,31,35,36,70,70,0,RES,17,210000,MKE Ankaragucu,
A. Badan,2000,22,Italy,39,49,57,58,57,0,SUB,20,200000,Oldham Athletic,
D. Mitov,1000,23,Bulgaria,0,0,0,13,16,55,GK,1,170000,Cambridge United,
V. Adeboyejo,2000,22,Nigeria,57,47,61,19,18,0,SUB,29,220000,Barnsley,
C. Harkin,600,24,Northern Ireland,55,61,58,55,52,0,RM,4,220000,Derry City,
W. Collar,1000,23,England,51,55,57,59,57,0,SUB,7,200000,Hamilton Academical FC,
S. Karakoiß,2000,23,Turkey,45,57,65,30,32,0,RES,73,220000,Hatayspor,
L. Bossin,500,24,Republic of Ireland,0,0,0,20,14,57,SUB,21,170000,Cork City,
S. Al Hamsal,2000,24,Saudi Arabia,33,46,53,57,55,0,SUB,2,190000,Abha Club,
N. Hoffmann,2000,23,Germany,30,43,46,65,60,0,SUB,3,200000,FC Wurzburger Kickers,
J. Ayunga,2000,23,Kenya,57,47,56,31,27,0,SUB,21,220000,Bristol Rovers,
Juampe,1000,24,Spain,54,60,63,57,46,0,RES,6,220000,CD Lugo,
A. Beestin,3000,22,England,53,57,60,43,43,0,SUB,22,220000,Scunthorpe United,
C. Levingston,500,22,Republic of Ireland,55,54,56,58,54,0,SUB,14,200000,Bohemian FC,
C. Ndiaye,4000,24,Senegal,58,45,57,16,14,0,SUB,9,220000,Gioztepe SK,
R. Mari≠n,2000,22,Mexico,59,49,56,17,14,0,SUB,23,220000,Mazatli°n FC,
D. Tomic,550,22,Germany,56,50,65,21,22,0,RES,28,220000,MSV Duisburg,
M. Kryeziu,2000,23,Kosovo,20,30,35,61,55,0,SUB,31,200000,FC Zurich,
M. Al Majhad,5000,23,Saudi Arabia,52,56,63,53,50,0,SUB,15,220000,Al Ahli,
Kim Jung Ho,750,25,Korea Republic,49,26,46,61,58,0,SUB,44,200000,Incheon United FC,
W. Sell,500,21,Norway,31,45,52,60,58,0,RB,4,200000,Mji∏ndalen IF,
J. Iredale,2000,24,Australia,27,42,56,57,56,0,SUB,3,190000,Cambridge United,
A. Peyrelade,750,23,France,38,48,57,60,57,0,SUB,19,190000,Rodez Aveyron Football,
B. dos Santos,650,22,Germany,32,48,54,58,59,0,SUB,21,200000,SV Waldhof Mannheim,
A. Ouhafsa,950,22,France,62,45,61,14,16,0,LS,26,220000,Rodez Aveyron Football,
R. Onea,1000,22,Romania,44,53,58,57,55,0,RB,19,190000,Politehnica Iaaüi,
D. Marti≠nez,1000,23,Honduras,58,50,58,17,13,0,SUB,12,220000,Real Salt Lake,
R. Si°nchez,500,23,Bolivia,46,54,48,54,49,0,SUB,5,220000,Oriente Petrolero,
J. Arias,500,21,Venezuela,37,47,44,60,53,0,SUB,15,200000,Aragua FC,
R. Manrique,500,21,Venezuela,38,47,49,60,53,0,SUB,19,200000,Aragua FC,
B. Calderon,500,21,Bolivia,28,37,36,60,55,0,RES,24,200000,Oriente Petrolero,
G. Martirena,500,20,Uruguay,35,46,44,58,53,0,RES,15,200000,Liverpool Futbol Club,
C. Peralta,500,21,Ecuador,49,55,57,28,42,0,RES,24,220000,Universidad Catolica del Ecuador,
I. Achara,1000,22,Nigeria,59,47,64,26,22,0,SUB,99,220000,Toronto FC,
M. Guilavogui,2000,22,France,56,46,61,26,21,0,RES,21,220000,Paris FC,
D. Willms,500,21,Germany,49,53,60,40,41,0,SUB,11,220000,FSV Zwickau,
K. Gach,650,21,Poland,23,45,52,57,56,0,LB,22,200000,Podbeskidzie Bielsko-BiaaÇa,
M. El Haddouti,1000,22,Netherlands,53,50,68,33,29,0,RES,17,220000,RKC Waalwijk,
L. Wouters,850,21,Netherlands,36,45,46,63,57,0,RES,34,200000,RKC Waalwijk,
A. King,1000,24,Scotland,54,57,61,54,53,0,SUB,16,210000,Dundee United,
T. Dejewski,2000,25,Poland,20,36,36,63,59,0,SUB,13,190000,Lech Poznan,
C. Burton,1000,23,England,0,0,0,12,13,58,SUB,25,160000,Cambridge United,
R. Latouchent,900,24,France,33,44,58,57,59,0,SUB,27,190000,AS Nancy Lorraine,
A. Al Ruhaili,2000,25,Saudi Arabia,0,0,0,19,11,57,SUB,22,160000,Al Raed,
T. Beadling,1000,24,England,45,53,54,59,58,0,LCM,16,190000,Barrow,
G. Blackwood,2000,23,Australia,58,51,58,46,42,0,SUB,7,220000,Oldham Athletic,
M. Hudson,2000,21,England,0,0,0,13,20,60,RES,28,160000,Preston North End,
H. Rodgers,850,23,England,31,46,52,60,57,0,SUB,18,190000,Accrington Stanley,
J. Fryer,1000,24,England,0,0,0,12,11,55,SUB,25,160000,Swindon Town,
D. Feka,600,23,Kosovo,43,54,62,59,58,0,SUB,5,190000,VfB Lubeck,
H. Takimoto,1000,23,Japan,0,0,0,11,10,53,RES,16,160000,Kashiwa Reysol,
O. Olomola,3000,22,England,58,40,59,24,24,0,SUB,24,220000,Scunthorpe United,
Tong Lei,2000,22,China PR,46,51,58,59,53,0,RWB,16,190000,Dalian YiFang FC,
M. Gioppel,1000,22,Liechtenstein,30,52,58,55,58,0,SUB,33,190000,FC Vaduz,
A. Al Aryani,5000,24,Saudi Arabia,57,46,62,16,13,0,SUB,26,210000,Al Ittihad,
T. Abrahams,2000,21,England,57,40,61,16,10,0,RS,11,220000,Newport County,
T. Brinkmann,500,24,Germany,0,0,0,14,11,56,SUB,22,160000,SC Verl,
C. Gasser,1000,22,Switzerland,36,46,54,59,54,0,RCB,24,190000,FC Vaduz,
J. Gallagher,1000,24,Republic of Ireland,54,56,62,55,54,0,SUB,26,210000,Atlanta United,
D. Kelly,600,24,Republic of Ireland,50,54,59,41,36,0,RM,27,210000,Dundalk,
Zhong Yihao,3000,24,China PR,56,52,59,56,55,0,SUB,33,210000,Guangzhou Evergrande Taobao FC,
M. Kamenz,500,21,Germany,0,0,0,11,13,56,SUB,29,160000,FSV Zwickau,
R. Febres,500,24,Venezuela,56,44,60,16,19,0,RES,17,220000,Caracas FC,
F. Ospitaleche,500,24,Uruguay,53,53,61,61,53,0,LCM,5,210000,River Plate Montevideo,
H. Nakamura,2000,22,Japan,27,44,40,64,62,0,RES,37,190000,FC Tokyo,
T. Weiiümann,600,23,Germany,32,37,42,67,65,0,SUB,2,190000,VfB Lubeck,
Marcos Celorrio,700,23,Spain,58,44,58,11,17,0,SUB,7,220000,Sandefjord Fotball,
D. Jones,2000,25,England,26,46,51,59,61,0,SUB,3,180000,Harrogate Town,
D. Richards,1000,26,Wales,0,0,0,18,14,57,SUB,13,150000,Crewe Alexandra,
P. Brough,1000,24,England,42,51,55,60,58,0,SUB,3,190000,Barrow,
M. Zant,750,24,Germany,27,35,32,62,59,0,SUB,33,190000,Turkgucu Munchen,
F. Sollacaro,850,26,France,0,0,0,8,9,53,SUB,16,150000,AC Ajaccio,
R. Donelon,500,24,Republic of Ireland,35,56,58,53,56,0,LB,3,180000,Sligo Rovers,
R. Fallowfield,1000,24,England,46,53,58,55,53,0,RB,2,180000,Harrogate Town,
E. Altƒ±ntaaü,2000,24,Turkey,52,58,59,53,58,0,SUB,77,200000,Alanyaspor,
G. Canto,2000,26,Argentina,39,45,43,62,59,0,RES,25,180000,Patronato,
J. Johnson,1000,23,Netherlands,57,49,63,32,27,0,SUB,37,210000,Hamilton Academical FC,
S. Deslandes,1000,23,France,35,51,59,59,58,0,RES,32,190000,FC Arge»ô,
M. Watson,500,24,Sweden,22,38,34,59,56,0,SUB,4,190000,Mji§llby AIF,
D. Ri≠os,2000,25,Mexico,64,41,56,23,21,0,SUB,14,210000,Nashville SC,
T. Abdullah,4000,24,Saudi Arabia,28,48,53,59,56,0,SUB,3,180000,Al Ittihad,
B. Petersen,500,24,South Africa,0,0,0,14,20,57,RES,1,160000,Kaizer Chiefs,
M. Naji,4000,26,Saudi Arabia,45,51,52,57,55,0,LCB,3,180000,Al Fateh,
M. Ogkmpoe,1000,25,Greece,58,39,56,16,20,0,LS,9,210000,Hamilton Academical FC,
Y. Ohashi,850,23,Japan,58,49,55,20,19,0,RES,17,210000,Shonan Bellmare,
B. Cespedes,3000,25,Switzerland,49,56,58,60,62,0,SUB,5,200000,Servette FC,
P. Krawczyk,1000,25,Poland,59,42,57,14,19,0,SUB,21,210000,Gornik Zabrze,
J. Bergstriom,700,25,Sweden,56,38,55,26,20,0,SUB,16,210000,Mji§llby AIF,
L. Nazareno,500,26,Ecuador,0,0,0,12,12,55,SUB,1,150000,LDU Quito,
J. Modig,500,25,Sweden,24,32,37,60,58,0,SUB,4,180000,Varbergs BoIS,
J. Marulanda,500,23,Colombia,59,52,58,22,23,0,SUB,15,210000,Llaneros de Guanare,
A. Johansson,500,24,Sweden,54,52,59,31,32,0,RES,16,210000,Varbergs BoIS,
J. Sagredo,500,26,Bolivia,29,41,54,69,65,0,RB,2,180000,Club Blooming,
F. Rojas,600,26,Chile,40,48,48,64,55,0,RES,5,180000,Coquimbo Unido,
